Episode,Reward
300,1.0294117647058991
301,7.306590257879298
302,12.29508196721267
303,93.96887159533206
304,-0.49504950495072364
305,-2.2398749521812533e-14
306,46.7741935483869
307,30.586080586080058
308,16.666666666666167
309,29.03780068728466
310,23.260073260072737
311,24.999999999999474
312,30.70175438596442
313,19.76744186046465
314,11.15107913669028
315,30.882352941176052
316,27.96610169491474
317,71.71052631578975
318,15.573770491802756
319,26.9230769230764
320,30.29197080291911
321,111.04868913857788
322,-5.414012738853671
323,88.1578947368423
324,-2.0295202952032074
325,28.94736842105211
326,21.672354948804887
327,13.97306397306347
328,21.18644067796555
329,33.04498269896142
330,75.82781456953606
331,42.06349206349154
332,56.382978723404456
333,20.46979865771752
334,23.48242811501538
335,25.08532423208139
336,-0.49504950495041455
337,82.01320132013252
338,111.18421052631734
339,-10.629921259842424
340,29.310344827585716
341,22.164948453607707
342,27.205882352940677
343,26.666666666666153
344,14.981949458483347
345,13.829787234042126
346,37.77429467084592
347,31.91126279863429
348,18.345323741006645
349,23.578595317725295
350,20.6713780918722
351,7.534246575342165
352,28.291814946618985
353,42.19858156028318
354,29.7101449275358
355,24.576271186440174
356,22.607260726072518
357,24.67532467532439
358,13.758389261744634
359,23.08970099667743
360,24.468085106382503
361,33.018867924527875
362,33.032490974728915
363,19.444444444444542
364,54.65116279069717
365,19.686411149825247
366,25.342465753424122
367,34.291187739463155
368,35.18518518518465
369,22.13114754098332
370,33.916083916083515
371,18.62745098039167
372,17.307692307692
373,30.808080808080348
374,10.931899641577196
375,12.499999999999723
376,5.374592833876145
377,39.06882591093112
378,26.41196013289017
379,19.30693069306909
380,20.98765432098738
381,41.911764705882
382,63.07420494699613
383,8.823529411764781
384,16.666666666666714
385,-8.333333333333217
386,23.57859531772547
387,67.42424242424244
388,19.069069069068895
389,0.29585798816570996
390,50.33444816053482
391,43.749999999999574
392,71.21212121212126
393,7.9710144927537545
394,29.365079365078984
395,21.66123778501585
396,25.862068965517174
397,61.111111111110674
398,55.0583657587543
399,33.01886792452793
400,25.471698113207488
401,-0.35460992907792566
402,33.969465648854346
403,71.673003802281
404,70.43795620437943
405,44.155844155843575
406,84.2756183745584
407,29.734219269102837
408,21.428571428571352
409,7.692307692307699
410,22.727272727272783
411,49.04153354632571
412,33.61204013377873
413,66.12903225806456
414,-0.5703422053231659
415,109.09090909090956
416,92.33576642335849
417,76.1829652996846
418,91.86851211072762
419,160.88435374149796
420,182.2580645161304
421,67.64705882352906
422,-10.52631578947358
423,66.27906976744161
424,3.6912751677853457
425,147.87985865724548
426,105.2346570397115
427,53.806228373702154
428,-10.937499999999964
429,171.84300341297097
430,125.75757575757726
431,26.0869565217388
432,45.40636042402767
433,148.19819819819932
434,89.78494623656034
435,99.65986394557937
436,172.22222222222288
437,185.08771929824638
438,64.86486486486629
439,94.41416893733034
440,94.87632508833985
441,89.37282229965203
442,283.3333333333336
443,74.16107382550369
444,116.66666666666816
445,203.1250000000016
446,51.97368421052626
447,116.15384615384781
448,170.00000000000165
449,181.0344827586223
450,37.947882736155854
451,34.175084175083654
452,85.76158940397332
453,297.40259740259773
454,69.04761904761985
455,201.74825174825264
456,202.70758122743788
457,189.58333333333474
458,123.43173431734401
459,77.81954887218225
460,176.22950819672246
461,21.942446043164853
462,16.901408450703855
463,151.3201320132032
464,265.1125401929264
465,294.3223443223438
466,438.54961832060764
467,302.20125786163493
468,331.81818181818085
469,38.617171717172624
470,238.96103896104094
471,256.8592057761744
472,179.23588039867224
473,196.79487179487367
474,-8.801498127340775
475,382.8358208955191
476,218.21192052980294
477,135.66775244299802
478,306.4013840830436
479,76.7123287671255
480,317.0886075949365
481,155.8823529411774
482,300.1577287066237
483,268.1818181818188
484,185.91549295774823
485,123.50157728706661
486,344.83394833948137
487,221.5654952076696
488,399.9999999999978
489,283.3333333333323
490,363.7931034482737
491,256.8592057761687
492,271.8749999999981
493,81.49847094801316
494,123.07692307692514
495,233.53658536585607
496,290.06734006734075
497,198.38709677419527
498,324.9999999999978
499,405.51601423487307
500,336.36363636363626
501,-23.371647509578967
502,-29.032258064516466
503,-33.11036789297722
504,23.636363636363285
505,-5.2631578947374855
506,-30.3797468354436
507,-21.348314606742303
508,-26.739926739927295
509,-28.315412186380502
510,-19.58041958042025
511,-29.032258064516693
512,-14.81481481481541
513,78.45117845118011
514,-26.421404682274936
515,-47.46092715231621
516,-30.00000000000063
517,-32.907348242812134
518,-27.631578947368954
519,-40.59405940594099
520,-17.602996254682342
521,24.08759124087473
522,-24.39862542955397
523,-123.77567567567611
524,-37.88819875776441
525,-12.40875912408804
526,-25.17006802721158
527,-18.088737201365863
528,92.66055045871693
529,-22.807017543859946
530,-37.08609271523199
531,-29.29292929292924
532,5.263157894735961
533,-131.37222222222255
534,-126.39735099337771
535,50.000000000002146
536,-95.84494773519229
537,61.18421052631639
538,120.58823529411777
539,189.80891719745668
540,325.19685039369443
541,338.84892086330683
542,369.5340501791996
543,150.00000000000315
544,379.87616099070783
545,528.2527881040776
546,414.7058823529321
547,496.226415094324
548,196.57794676806523
549,623.4042553191387
550,343.1818181818075
551,784.6153846153709
552,165.372168284794
553,315.8730158730128
554,540.2640264026319
555,226.5993265993309
556,602.3809523809471
557,239.9209486165935
558,418.64406779660493
559,470.03257328989463
560,798.9169675090153
561,-35.58282208588991
562,-16.96750902527133
563,-27.083333333333986
564,-10.85271317829525
565,-25.92592592592663
566,-30.92105263157951
567,-38.35616438356227
568,-30.555555555556044
569,-12.40875912408826
570,-25.093632958802043
571,11.1111111111102
572,-33.139534883721424
573,-28.571428571428914
574,-21.052631578948063
575,-30.000000000000302
576,-23.357664233577264
577,-144.24458598726142
578,29.411764705881254
579,65.32258064516358
580,-31.972789115646965
581,-30.232558139535488
582,-23.076923076923624
583,-13.194444444444438
584,-36.90851735015814
585,-35.18518518518531
586,-15.057915057915551
587,-15.789473684211162
588,-133.00000000000063
589,-24.187725631769535
590,-15.322580645161887
591,-34.92798353909271
592,-14.062500000000671
593,-25.170068027211595
594,-27.631578947368933
595,31.756756756755898
596,42.348754448400264
597,-24.34210526315857
598,-27.631578947368805
599,-21.146953405018575
600,35.22012578616339
601,24.999999999999716
602,36.46616541353341
603,26.363636363636285
604,10.509554140127198
605,4.838709677419214
606,24.999999999999975
607,33.333333333333144
608,13.091482649842316
609,16.90140845070435
610,20.967741935483687
611,17.37588652482283
612,10.897435897435493
613,17.796610169490954
614,9.233449477351584
615,43.86281588447632
616,9.561128526645854
617,1.9480519480520129
618,24.99999999999996
619,16.66666666666678
620,31.78438661710001
621,27.777777777777317
622,25.90759075907561
623,26.271186440677795
624,60.23622047244054
625,23.089700996677358
626,23.170731707316996
627,25.39682539682498
628,1.5912271500440056e-13
629,25.601374570446623
630,30.586080586080158
631,17.11409395973171
632,34.677419354838435
633,20.539419087136924
634,5.718475073313825
635,22.164948453607966
636,23.08970099667731
637,31.18081180811795
638,15.292096219931366
639,18.852459016393198
640,20.866141732283197
641,6.47840531561479
642,3.872053872053944
643,28.57142857142822
644,16.889632107023164
645,24.324324324323953
646,24.218749999999837
647,22.463768115941896
648,13.38028169014099
649,17.524115755626617
650,20.769230769230404
651,10.606060606060703
652,22.20216606498147
653,4.744525547444946
654,30.769230769230276
655,34.805653710247014
656,11.889250814332033
657,8.823529411764861
658,10.790273556230789
659,14.981949458483436
660,2.631578947368557
661,28.35820895522356
662,9.405940594059583
663,47.656249999999794
664,17.74193548387055
665,21.186440677965685
666,29.99999999999975
667,27.192982456139852
668,28.231292517006594
669,19.20415224913456
670,12.937062937062676
671,13.06306306306291
672,12.240663900414674
673,28.231292517006274
674,19.400630914826053
675,-18.749999999999908
676,10.12658227848087
677,35.409252669038736
678,8.06451612903195
679,35.173501577286956
680,86.92946058091314
681,48.36065573770468
682,28.853046594981514
683,48.48484848484841
684,29.71014492753566
685,-7.597173144876367
686,77.34082397003755
687,67.21611721611816
688,-3.405017921146883
689,159.55882352941342
690,36.956521739130345
691,28.43137254901938
692,66.27906976744286
693,58.91089108910834
694,98.76033057851225
695,59.9656357388319
696,56.58307210031335
697,72.51655629139134
698,79.8245614035099
699,223.43750000000182
700,50.71942446043206
701,198.20143884892238
702,77.27272727272779
703,113.82252559727038
704,169.60784313725625
705,55.263157894737475
706,78.40466926070093
707,26.92307692307626
708,49.99999999999996
709,222.03065134099774
710,91.53846153846254
711,32.14285714285659
712,74.59016393442579
713,189.61661341853178
714,79.90936555891194
715,219.50354609929312
716,94.97041420118482
717,67.43772241993041
718,207.3529411764725
719,296.8013468013473
720,187.45819397993534
721,307.3667711598748
722,314.31226765799056
723,262.7272727272732
724,133.67346938775708
725,331.11888111888067
726,61.49825783972247
727,322.75985663082105
728,227.0700636942695
729,366.666666666666
730,101.07913669064959
731,237.1972318339116
732,351.4869888475798
733,334.61538461538385
734,427.12418300653286
735,291.2969283276414
736,526.5124555160106
737,219.6969696969713
738,302.2012578616315
739,291.7721518987308
740,356.6666666666636
